"BehaviorSpace results (NetLogo 6.2.0)"
"Signaling Game.nlogo"
"experiment"
"09/17/2022 08:10:04:276 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-14","14"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"number-of-states","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"print-probabilities?","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true","true"
,,"93.44",,,,,"68.58",,,"96.63",,,"89.16","96.7",,"86.55",,,,"86.62",,,,,,,"55.63",,,,,,,,,"97.42",,,,,"87.52",,,,,,,,,,,"97.72",,"88.18",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.84",,,,,,,,,,,"96.72",,,,,,,,,,,,
,,"93.44",,,,,"68.58",,,"96.63",,,"89.16","96.7",,"86.55",,,,"86.63",,,,,,,"55.63",,,,,,,,,"97.42",,,,,"87.53",,,,,,,,,,,"97.72",,"88.19",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.84",,,,,,,,,,,"96.72",,,,,,,,,,,,
,,"93.44",,,,,"68.59",,,"96.63",,,"89.17","96.7",,"86.55",,,,"86.63",,,,,,,"55.63",,,,,,,,,"97.42",,,,,"87.49",,,,,,,,,,,"97.72",,"88.19",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.85",,,,,,,,,,,"96.72",,,,,,,,,,,,
,,"93.44",,,,,"68.6",,,"96.63",,,"89.17","96.7",,"86.55",,,,"86.63",,,,,,,"55.63",,,,,,,,,"97.42",,,,,"87.49",,,,,,,,,,,"97.72",,"88.19",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.85",,,,,,,,,,,"96.72",,,,,,,,,,,,
,,"93.45",,,,,"68.61",,,"96.63",,,"89.17","96.7",,"86.56",,,,"86.63",,,,,,,"55.63",,,,,,,,,"97.42",,,,,"87.5",,,,,,,,,,,"97.72",,"88.19",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.85",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.45",,,,,"68.62",,,"96.63",,,"89.17","96.7",,"86.56",,,,"86.6",,,,,,,"55.63",,,,,,,,,"97.43",,,,,"87.5",,,,,,,,,,,"97.72",,"88.16",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.85",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.45",,,,,"68.62",,,"96.63",,,"89.17","96.7",,"86.56",,,,"86.6",,,,,,,"55.63",,,,,,,,,"97.43",,,,,"87.5",,,,,,,,,,,"97.72",,"88.16",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.85",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.45",,,,,"68.62",,,"96.63",,,"89.17","96.7",,"86.56",,,,"86.6",,,,,,,"55.64",,,,,,,,,"97.43",,,,,"87.51",,,,,,,,,,,"97.72",,"88.16",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.86",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.45",,,,,"68.62",,,"96.63",,,"89.18","96.71",,"86.57",,,,"86.6",,,,,,,"55.65",,,,,,,,,"97.43",,,,,"87.51",,,,,,,,,,,"97.72",,"88.16",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.86",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.45",,,,,"68.63",,,"96.63",,,"89.18","96.71",,"86.57",,,,"86.6",,,,,,,"55.64",,,,,,,,,"97.43",,,,,"87.51",,,,,,,,,,,"97.72",,"88.17",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.86",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.45",,,,,"68.64",,,"96.63",,,"89.18","96.71",,"86.57",,,,"86.61",,,,,,,"55.64",,,,,,,,,"97.43",,,,,"87.51",,,,,,,,,,,"97.72",,"88.13",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.86",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.45",,,,,"68.64",,,"96.63",,,"89.18","96.71",,"86.58",,,,"86.61",,,,,,,"55.65",,,,,,,,,"97.43",,,,,"87.51",,,,,,,,,,,"97.72",,"88.13",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.86",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.45",,,,,"68.64",,,"96.63",,,"89.18","96.71",,"86.58",,,,"86.61",,,,,,,"55.65",,,,,,,,,"97.43",,,,,"87.51",,,,,,,,,,,"97.72",,"88.14",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.87",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.45",,,,,"68.65",,,"96.63",,,"89.19","96.71",,"86.58",,,,"86.62",,,,,,,"55.66",,,,,,,,,"97.43",,,,,"87.52",,,,,,,,,,,"97.72",,"88.14",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.87",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.46",,,,,"68.65",,,"96.63",,,"89.19","96.71",,"86.58",,,,"86.62",,,,,,,"55.65",,,,,,,,,"97.43",,,,,"87.52",,,,,,,,,,,"97.72",,"88.14",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.87",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.46",,,,,"68.65",,,"96.64",,,"89.19","96.71",,"86.55",,,,"86.62",,,,,,,"55.64",,,,,,,,,"97.43",,,,,"87.52",,,,,,,,,,,"97.72",,"88.14",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.87",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.46",,,,,"68.66",,,"96.64",,,"89.19","96.71",,"86.55",,,,"86.62",,,,,,,"55.64",,,,,,,,,"97.43",,,,,"87.52",,,,,,,,,,,"97.72",,"88.15",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.87",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.46",,,,,"68.64",,,"96.64",,,"89.19","96.71",,"86.56",,,,"86.62",,,,,,,"55.65",,,,,,,,,"97.43",,,,,"87.52",,,,,,,,,,,"97.72",,"88.15",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.88",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.46",,,,,"68.64",,,"96.64",,,"89.2","96.71",,"86.56",,,,"86.63",,,,,,,"55.65",,,,,,,,,"97.43",,,,,"87.53",,,,,,,,,,,"97.72",,"88.15",,,,,,,"98.12",,,,,,,,,,"98.8",,,,,,"90.88",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.46",,,,,"68.65",,,"96.64",,,"89.2","96.71",,"86.56",,,,"86.63",,,,,,,"55.66",,,,,,,,,"97.43",,,,,"87.53",,,,,,,,,,,"97.72",,"88.15",,,,,,,"98.12",,,,,,,,,,"98.81",,,,,,"90.88",,,,,,,,,,,"96.73",,,,,,,,,,,,
,,"93.46",,,,,"68.65",,,"96.64",,,"89.2","96.71",,"86.56",,,,"86.63",,,,,,,"55.66",,,,,,,,,"97.43",,,,,"87.53",,,,,,,,,,,"97.72",,"88.16",,,,,,,"98.12",,,,,,,,,,"98.81",,,,,,"90.88",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.46",,,,,"68.65",,,"96.64",,,"89.2","96.71",,"86.56",,,,"86.64",,,,,,,"55.66",,,,,,,,,"97.43",,,,,"87.53",,,,,,,,,,,"97.72",,"88.16",,,,,,,"98.12",,,,,,,,,,"98.81",,,,,,"90.89",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.47",,,,,"68.66",,,"96.64",,,"89.2","96.71",,"86.57",,,,"86.64",,,,,,,"55.66",,,,,,,,,"97.43",,,,,"87.54",,,,,,,,,,,"97.73",,"88.16",,,,,,,"98.12",,,,,,,,,,"98.81",,,,,,"90.89",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.47",,,,,"68.66",,,"96.64",,,"89.21","96.71",,"86.57",,,,"86.61",,,,,,,"55.67",,,,,,,,,"97.43",,,,,"87.5",,,,,,,,,,,"97.73",,"88.16",,,,,,,"98.12",,,,,,,,,,"98.81",,,,,,"90.89",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.47",,,,,"68.66",,,"96.64",,,"89.21","96.71",,"86.57",,,,"86.61",,,,,,,"55.67",,,,,,,,,"97.43",,,,,"87.5",,,,,,,,,,,"97.73",,"88.17",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.89",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.47",,,,,"68.67",,,"96.64",,,"89.21","96.72",,"86.57",,,,"86.61",,,,,,,"55.67",,,,,,,,,"97.44",,,,,"87.51",,,,,,,,,,,"97.73",,"88.17",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.89",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.47",,,,,"68.68",,,"96.64",,,"89.21","96.72",,"86.58",,,,"86.61",,,,,,,"55.67",,,,,,,,,"97.44",,,,,"87.51",,,,,,,,,,,"97.73",,"88.17",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.89",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.47",,,,,"68.68",,,"96.64",,,"89.22","96.72",,"86.58",,,,"86.61",,,,,,,"55.67",,,,,,,,,"97.44",,,,,"87.51",,,,,,,,,,,"97.73",,"88.17",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.9",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.47",,,,,"68.68",,,"96.64",,,"89.22","96.72",,"86.58",,,,"86.62",,,,,,,"55.66",,,,,,,,,"97.44",,,,,"87.51",,,,,,,,,,,"97.73",,"88.18",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.9",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.47",,,,,"68.68",,,"96.64",,,"89.22","96.72",,"86.58",,,,"86.62",,,,,,,"55.67",,,,,,,,,"97.44",,,,,"87.51",,,,,,,,,,,"97.73",,"88.18",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.9",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.47",,,,,"68.69",,,"96.65",,,"89.22","96.72",,"86.59",,,,"86.62",,,,,,,"55.68",,,,,,,,,"97.44",,,,,"87.52",,,,,,,,,,,"97.73",,"88.18",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.9",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.47",,,,,"68.7",,,"96.65",,,"89.22","96.72",,"86.59",,,,"86.63",,,,,,,"55.67",,,,,,,,,"97.44",,,,,"87.52",,,,,,,,,,,"97.73",,"88.18",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.9",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.47",,,,,"68.71",,,"96.65",,,"89.23","96.72",,"86.59",,,,"86.63",,,,,,,"55.68",,,,,,,,,"97.44",,,,,"87.52",,,,,,,,,,,"97.73",,"88.18",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.9",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.47",,,,,"68.68",,,"96.65",,,"89.23","96.72",,"86.59",,,,"86.63",,,,,,,"55.68",,,,,,,,,"97.44",,,,,"87.52",,,,,,,,,,,"97.73",,"88.19",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.9",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.48",,,,,"68.69",,,"96.65",,,"89.23","96.72",,"86.6",,,,"86.63",,,,,,,"55.68",,,,,,,,,"97.44",,,,,"87.53",,,,,,,,,,,"97.73",,"88.19",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.91",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.48",,,,,"68.69",,,"96.65",,,"89.23","96.72",,"86.6",,,,"86.64",,,,,,,"55.67",,,,,,,,,"97.44",,,,,"87.53",,,,,,,,,,,"97.73",,"88.19",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.91",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.48",,,,,"68.69",,,"96.65",,,"89.23","96.72",,"86.6",,,,"86.64",,,,,,,"55.67",,,,,,,,,"97.44",,,,,"87.53",,,,,,,,,,,"97.73",,"88.19",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.91",,,,,,,,,,,"96.74",,,,,,,,,,,,
,,"93.48",,,,,"68.67",,,"96.65",,,"89.23","96.72",,"86.61",,,,"86.64",,,,,,,"55.67",,,,,,,,,"97.44",,,,,"87.53",,,,,,,,,,,"97.73",,"88.2",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.91",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.48",,,,,"68.68",,,"96.65",,,"89.24","96.72",,"86.61",,,,"86.64",,,,,,,"55.68",,,,,,,,,"97.44",,,,,"87.54",,,,,,,,,,,"97.73",,"88.2",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.91",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.48",,,,,"68.68",,,"96.65",,,"89.24","96.72",,"86.61",,,,"86.64",,,,,,,"55.68",,,,,,,,,"97.44",,,,,"87.54",,,,,,,,,,,"97.73",,"88.2",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.91",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.48",,,,,"68.69",,,"96.65",,,"89.24","96.72",,"86.61",,,,"86.64",,,,,,,"55.68",,,,,,,,,"97.44",,,,,"87.54",,,,,,,,,,,"97.73",,"88.2",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.92",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.48",,,,,"68.69",,,"96.65",,,"89.24","96.73",,"86.61",,,,"86.65",,,,,,,"55.68",,,,,,,,,"97.44",,,,,"87.54",,,,,,,,,,,"97.73",,"88.21",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.92",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.48",,,,,"68.69",,,"96.65",,,"89.24","96.73",,"86.61",,,,"86.65",,,,,,,"55.68",,,,,,,,,"97.44",,,,,"87.55",,,,,,,,,,,"97.73",,"88.21",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.92",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.49",,,,,"68.69",,,"96.65",,,"89.25","96.73",,"86.62",,,,"86.65",,,,,,,"55.69",,,,,,,,,"97.44",,,,,"87.55",,,,,,,,,,,"97.73",,"88.21",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.92",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.49",,,,,"68.7",,,"96.65",,,"89.25","96.73",,"86.62",,,,"86.65",,,,,,,"55.69",,,,,,,,,"97.44",,,,,"87.55",,,,,,,,,,,"97.73",,"88.21",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.92",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.49",,,,,"68.7",,,"96.65",,,"89.25","96.73",,"86.62",,,,"86.65",,,,,,,"55.69",,,,,,,,,"97.45",,,,,"87.56",,,,,,,,,,,"97.73",,"88.21",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.93",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.49",,,,,"68.71",,,"96.66",,,"89.25","96.73",,"86.63",,,,"86.66",,,,,,,"55.69",,,,,,,,,"97.45",,,,,"87.56",,,,,,,,,,,"97.74",,"88.21",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.93",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.49",,,,,"68.71",,,"96.66",,,"89.26","96.73",,"86.63",,,,"86.66",,,,,,,"55.7",,,,,,,,,"97.45",,,,,"87.56",,,,,,,,,,,"97.74",,"88.22",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.93",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.49",,,,,"68.71",,,"96.66",,,"89.26","96.73",,"86.63",,,,"86.66",,,,,,,"55.7",,,,,,,,,"97.45",,,,,"87.56",,,,,,,,,,,"97.74",,"88.22",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.93",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.49",,,,,"68.71",,,"96.66",,,"89.26","96.73",,"86.63",,,,"86.67",,,,,,,"55.69",,,,,,,,,"97.45",,,,,"87.56",,,,,,,,,,,"97.74",,"88.22",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.93",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.49",,,,,"68.71",,,"96.66",,,"89.26","96.73",,"86.63",,,,"86.67",,,,,,,"55.69",,,,,,,,,"97.45",,,,,"87.57",,,,,,,,,,,"97.74",,"88.22",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.94",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.5",,,,,"68.72",,,"96.66",,,"89.26","96.73",,"86.6",,,,"86.67",,,,,,,"55.69",,,,,,,,,"97.45",,,,,"87.57",,,,,,,,,,,"97.74",,"88.23",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.94",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.5",,,,,"68.72",,,"96.66",,,"89.27","96.73",,"86.6",,,,"86.67",,,,,,,"55.69",,,,,,,,,"97.45",,,,,"87.57",,,,,,,,,,,"97.74",,"88.23",,,,,,,"98.13",,,,,,,,,,"98.81",,,,,,"90.94",,,,,,,,,,,"96.75",,,,,,,,,,,,
,,"93.5",,,,,"68.73",,,"96.66",,,"89.27","96.73",,"86.6",,,,"86.67",,,,,,,"55.69",,,,,,,,,"97.45",,,,,"87.57",,,,,,,,,,,"97.74",,"88.23",,,,,,,"98.14",,,,,,,,,,"98.81",,,,,,"90.94",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.5",,,,,"68.69",,,"96.66",,,"89.27","96.73",,"86.61",,,,"86.68",,,,,,,"55.69",,,,,,,,,"97.45",,,,,"87.57",,,,,,,,,,,"97.74",,"88.23",,,,,,,"98.14",,,,,,,,,,"98.81",,,,,,"90.94",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.5",,,,,"68.69",,,"96.66",,,"89.27","96.73",,"86.61",,,,"86.68",,,,,,,"55.69",,,,,,,,,"97.45",,,,,"87.57",,,,,,,,,,,"97.74",,"88.23",,,,,,,"98.14",,,,,,,,,,"98.81",,,,,,"90.94",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.5",,,,,"68.67",,,"96.66",,,"89.27","96.73",,"86.61",,,,"86.68",,,,,,,"55.7",,,,,,,,,"97.45",,,,,"87.58",,,,,,,,,,,"97.74",,"88.23",,,,,,,"98.14",,,,,,,,,,"98.81",,,,,,"90.94",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.5",,,,,"68.67",,,"96.66",,,"89.28","96.74",,"86.61",,,,"86.68",,,,,,,"55.7",,,,,,,,,"97.45",,,,,"87.58",,,,,,,,,,,"97.74",,"88.24",,,,,,,"98.14",,,,,,,,,,"98.81",,,,,,"90.95",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.5",,,,,"68.68",,,"96.66",,,"89.28","96.74",,"86.61",,,,"86.68",,,,,,,"55.7",,,,,,,,,"97.45",,,,,"87.58",,,,,,,,,,,"97.74",,"88.24",,,,,,,"98.14",,,,,,,,,,"98.81",,,,,,"90.95",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.51",,,,,"68.69",,,"96.66",,,"89.28","96.74",,"86.62",,,,"86.68",,,,,,,"55.69",,,,,,,,,"97.45",,,,,"87.58",,,,,,,,,,,"97.74",,"88.24",,,,,,,"98.14",,,,,,,,,,"98.81",,,,,,"90.95",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.51",,,,,"68.69",,,"96.66",,,"89.28","96.74",,"86.62",,,,"86.69",,,,,,,"55.7",,,,,,,,,"97.45",,,,,"87.58",,,,,,,,,,,"97.74",,"88.24",,,,,,,"98.14",,,,,,,,,,"98.81",,,,,,"90.95",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.51",,,,,"68.69",,,"96.66",,,"89.29","96.74",,"86.62",,,,"86.69",,,,,,,"55.7",,,,,,,,,"97.45",,,,,"87.59",,,,,,,,,,,"97.74",,"88.25",,,,,,,"98.14",,,,,,,,,,"98.81",,,,,,"90.95",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.51",,,,,"68.69",,,"96.66",,,"89.29","96.74",,"86.63",,,,"86.69",,,,,,,"55.7",,,,,,,,,"97.45",,,,,"87.59",,,,,,,,,,,"97.74",,"88.25",,,,,,,"98.14",,,,,,,,,,"98.81",,,,,,"90.95",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.51",,,,,"68.69",,,"96.67",,,"89.29","96.74",,"86.63",,,,"86.7",,,,,,,"55.69",,,,,,,,,"97.45",,,,,"87.59",,,,,,,,,,,"97.74",,"88.25",,,,,,,"98.14",,,,,,,,,,"98.81",,,,,,"90.95",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.51",,,,,"68.7",,,"96.67",,,"89.29","96.74",,"86.63",,,,"86.7",,,,,,,"55.69",,,,,,,,,"97.45",,,,,"87.59",,,,,,,,,,,"97.74",,"88.25",,,,,,,"98.14",,,,,,,,,,"98.81",,,,,,"90.96",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.51",,,,,"68.7",,,"96.67",,,"89.29","96.74",,"86.63",,,,"86.7",,,,,,,"55.69",,,,,,,,,"97.46",,,,,"87.6",,,,,,,,,,,"97.74",,"88.25",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.96",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.52",,,,,"68.71",,,"96.67",,,"89.29","96.74",,"86.64",,,,"86.7",,,,,,,"55.69",,,,,,,,,"97.46",,,,,"87.6",,,,,,,,,,,"97.74",,"88.25",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.96",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.52",,,,,"68.72",,,"96.67",,,"89.29","96.74",,"86.64",,,,"86.7",,,,,,,"55.69",,,,,,,,,"97.46",,,,,"87.6",,,,,,,,,,,"97.74",,"88.26",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.96",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.52",,,,,"68.72",,,"96.67",,,"89.3","96.74",,"86.64",,,,"86.71",,,,,,,"55.7",,,,,,,,,"97.46",,,,,"87.61",,,,,,,,,,,"97.74",,"88.26",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.96",,,,,,,,,,,"96.76",,,,,,,,,,,,
,,"93.52",,,,,"68.72",,,"96.67",,,"89.3","96.74",,"86.64",,,,"86.71",,,,,,,"55.7",,,,,,,,,"97.46",,,,,"87.61",,,,,,,,,,,"97.74",,"88.26",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.97",,,,,,,,,,,"96.77",,,,,,,,,,,,
,,"93.52",,,,,"68.73",,,"96.67",,,"89.3","96.74",,"86.65",,,,"86.71",,,,,,,"55.7",,,,,,,,,"97.46",,,,,"87.61",,,,,,,,,,,"97.75",,"88.26",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.97",,,,,,,,,,,"96.77",,,,,,,,,,,,
,,"93.52",,,,,"68.7",,,"96.67",,,"89.3","96.74",,"86.65",,,,"86.71",,,,,,,"55.7",,,,,,,,,"97.46",,,,,"87.61",,,,,,,,,,,"97.75",,"88.27",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.97",,,,,,,,,,,"96.77",,,,,,,,,,,,
,,"93.52",,,,,"68.7",,,"96.67",,,"89.31","96.74",,"86.65",,,,"86.72",,,,,,,"55.71",,,,,,,,,"97.46",,,,,"87.61",,,,,,,,,,,"97.75",,"88.27",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.97",,,,,,,,,,,"96.77",,,,,,,,,,,,
,,"93.52",,,,,"68.71",,,"96.67",,,"89.31","96.74",,"86.66",,,,"86.72",,,,,,,"55.7",,,,,,,,,"97.46",,,,,"87.62",,,,,,,,,,,"97.75",,"88.27",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.97",,,,,,,,,,,"96.77",,,,,,,,,,,,
,,"93.52",,,,,"68.71",,,"96.67",,,"89.31","96.75",,"86.66",,,,"86.72",,,,,,,"55.7",,,,,,,,,"97.46",,,,,"87.62",,,,,,,,,,,"97.75",,"88.27",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.97",,,,,,,,,,,"96.77",,,,,,,,,,,,
,,"93.53",,,,,"68.68",,,"96.67",,,"89.31","96.75",,"86.66",,,,"86.72",,,,,,,"55.71",,,,,,,,,"97.46",,,,,"87.62",,,,,,,,,,,"97.75",,"88.27",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.98",,,,,,,,,,,"96.77",,,,,,,,,,,,
,,"93.53",,,,,"68.68",,,"96.67",,,"89.31","96.75",,"86.67",,,,"86.73",,,,,,,"55.71",,,,,,,,,"97.46",,,,,"87.62",,,,,,,,,,,"97.75",,"88.27",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.98",,,,,,,,,,,"96.77",,,,,,,,,,,,
,,"93.49",,,,,"68.68",,,"96.67",,,"89.31","96.75",,"86.67",,,,"86.73",,,,,,,"55.71",,,,,,,,,"97.46",,,,,"87.63",,,,,,,,,,,"97.75",,"88.28",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.98",,,,,,,,,,,"96.77",,,,,,,,,,,,
,,"93.49",,,,,"68.69",,,"96.68",,,"89.32","96.75",,"86.67",,,,"86.73",,,,,,,"55.72",,,,,,,,,"97.46",,,,,"87.63",,,,,,,,,,,"97.75",,"88.28",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.98",,,,,,,,,,,"96.77",,,,,,,,,,,,
,,"93.49",,,,,"68.69",,,"96.68",,,"89.32","96.75",,"86.67",,,,"86.73",,,,,,,"55.72",,,,,,,,,"97.46",,,,,"87.63",,,,,,,,,,,"97.75",,"88.28",,,,,,,"98.14",,,,,,,,,,"98.82",,,,,,"90.98",,,,,,,,,,,"96.77",,,,,,,,,,,,
